,year,week,country,boot,value
9,1.0,9.0,52.0,6.0,0.0
10,1.0,10.0,52.0,6.0,0.0
11,1.0,11.0,52.0,6.0,0.0
0,1.0,0.0,52.0,7.0,0.0
1,1.0,1.0,52.0,7.0,0.0
2,1.0,2.0,52.0,7.0,0.0
3,1.0,3.0,52.0,7.0,0.0
4,1.0,4.0,52.0,7.0,0.0
5,1.0,5.0,52.0,7.0,0.0
6,1.0,6.0,52.0,7.0,0.0
7,1.0,7.0,52.0,7.0,0.0
8,1.0,8.0,52.0,7.0,0.0
9,1.0,9.0,52.0,7.0,0.0
10,1.0,10.0,52.0,7.0,0.0
11,1.0,11.0,52.0,7.0,0.0
0,1.0,0.0,52.0,8.0,0.0
1,1.0,1.0,52.0,8.0,0.0
2,1.0,2.0,52.0,8.0,0.0
3,1.0,3.0,52.0,8.0,0.0
4,1.0,4.0,52.0,8.0,0.0
5,1.0,5.0,52.0,8.0,0.0
6,1.0,6.0,52.0,8.0,0.0
7,1.0,7.0,52.0,8.0,0.0
8,1.0,8.0,52.0,8.0,0.0
9,1.0,9.0,52.0,8.0,0.0
10,1.0,10.0,52.0,8.0,0.0
11,1.0,11.0,52.0,8.0,0.0
0,1.0,0.0,52.0,9.0,0.0
1,1.0,1.0,52.0,9.0,0.0
2,1.0,2.0,52.0,9.0,0.0
3,1.0,3.0,52.0,9.0,0.0
4,1.0,4.0,52.0,9.0,0.0
5,1.0,5.0,52.0,9.0,0.0
6,1.0,6.0,52.0,9.0,0.0
7,1.0,7.0,52.0,9.0,0.0
8,1.0,8.0,52.0,9.0,0.0
9,1.0,9.0,52.0,9.0,0.0
10,1.0,10.0,52.0,9.0,0.0
11,1.0,11.0,52.0,9.0,0.0
0,1.0,0.0,52.0,10.0,0.0
1,1.0,1.0,52.0,10.0,0.0
2,1.0,2.0,52.0,10.0,0.0
3,1.0,3.0,52.0,10.0,0.0
4,1.0,4.0,52.0,10.0,0.0
5,1.0,5.0,52.0,10.0,0.0
6,1.0,6.0,52.0,10.0,0.0
7,1.0,7.0,52.0,10.0,0.0
8,1.0,8.0,52.0,10.0,0.0
9,1.0,9.0,52.0,10.0,0.0
10,1.0,10.0,52.0,10.0,0.0
11,1.0,11.0,52.0,10.0,0.0
0,1.0,0.0,52.0,11.0,0.0
1,1.0,1.0,52.0,11.0,0.0
2,1.0,2.0,52.0,11.0,0.0
3,1.0,3.0,52.0,11.0,0.0
4,1.0,4.0,52.0,11.0,0.0
5,1.0,5.0,52.0,11.0,0.0
6,1.0,6.0,52.0,11.0,0.0
7,1.0,7.0,52.0,11.0,0.0
8,1.0,8.0,52.0,11.0,0.0
9,1.0,9.0,52.0,11.0,0.0
10,1.0,10.0,52.0,11.0,0.0
11,1.0,11.0,52.0,11.0,0.0
0,1.0,0.0,52.0,12.0,0.0
1,1.0,1.0,52.0,12.0,0.0
2,1.0,2.0,52.0,12.0,0.0
3,1.0,3.0,52.0,12.0,0.0
4,1.0,4.0,52.0,12.0,0.0
5,1.0,5.0,52.0,12.0,0.0
6,1.0,6.0,52.0,12.0,0.0
7,1.0,7.0,52.0,12.0,0.0
8,1.0,8.0,52.0,12.0,0.0
9,1.0,9.0,52.0,12.0,0.0
10,1.0,10.0,52.0,12.0,0.0
11,1.0,11.0,52.0,12.0,0.0
0,1.0,0.0,52.0,13.0,0.0
1,1.0,1.0,52.0,13.0,0.0
2,1.0,2.0,52.0,13.0,0.0
3,1.0,3.0,52.0,13.0,0.0
4,1.0,4.0,52.0,13.0,0.0
5,1.0,5.0,52.0,13.0,0.0
6,1.0,6.0,52.0,13.0,0.0
7,1.0,7.0,52.0,13.0,0.0
8,1.0,8.0,52.0,13.0,0.0
9,1.0,9.0,52.0,13.0,0.0
10,1.0,10.0,52.0,13.0,0.0
11,1.0,11.0,52.0,13.0,0.0
0,1.0,0.0,52.0,14.0,0.0
1,1.0,1.0,52.0,14.0,0.0
2,1.0,2.0,52.0,14.0,0.0
3,1.0,3.0,52.0,14.0,0.0
4,1.0,4.0,52.0,14.0,0.0
5,1.0,5.0,52.0,14.0,0.0
6,1.0,6.0,52.0,14.0,0.0
7,1.0,7.0,52.0,14.0,0.0
8,1.0,8.0,52.0,14.0,0.0
9,1.0,9.0,52.0,14.0,0.0
10,1.0,10.0,52.0,14.0,0.0
11,1.0,11.0,52.0,14.0,0.0
0,1.0,0.0,53.0,0.0,0.0
1,1.0,1.0,53.0,0.0,2.2377404426301304
2,1.0,2.0,53.0,0.0,4.622722511716317
3,1.0,3.0,53.0,0.0,4.5088428101032045
4,1.0,4.0,53.0,0.0,0.0
5,1.0,5.0,53.0,0.0,0.0
6,1.0,6.0,53.0,0.0,5.306000721394982
7,1.0,7.0,53.0,0.0,5.1921210197818715
8,1.0,8.0,53.0,0.0,0.0
9,1.0,9.0,53.0,0.0,0.0
10,1.0,10.0,53.0,0.0,0.0
11,1.0,11.0,53.0,0.0,0.9785720600967659
0,1.0,0.0,53.0,1.0,0.0
1,1.0,1.0,53.0,1.0,0.0
2,1.0,2.0,53.0,1.0,0.0
3,1.0,3.0,53.0,1.0,0.0
4,1.0,4.0,53.0,1.0,0.0
5,1.0,5.0,53.0,1.0,0.0
6,1.0,6.0,53.0,1.0,0.0
7,1.0,7.0,53.0,1.0,0.0
8,1.0,8.0,53.0,1.0,0.0
9,1.0,9.0,53.0,1.0,0.0
10,1.0,10.0,53.0,1.0,0.0
11,1.0,11.0,53.0,1.0,0.0
0,1.0,0.0,53.0,2.0,0.0
1,1.0,1.0,53.0,2.0,0.0
2,1.0,2.0,53.0,2.0,1.0529088375828861
3,1.0,3.0,53.0,2.0,0.9769890365074786
4,1.0,4.0,53.0,2.0,0.0
5,1.0,5.0,53.0,2.0,0.0
6,1.0,6.0,53.0,2.0,1.5084276440353308
7,1.0,7.0,53.0,2.0,1.4325078429599232
8,1.0,8.0,53.0,2.0,0.0
9,1.0,9.0,53.0,2.0,0.0
10,1.0,10.0,53.0,2.0,0.0
11,1.0,11.0,53.0,2.0,0.0
0,1.0,0.0,53.0,3.0,0.0
1,1.0,1.0,53.0,3.0,0.0
2,1.0,2.0,53.0,3.0,0.0
3,1.0,3.0,53.0,3.0,0.0
4,1.0,4.0,53.0,3.0,0.0
5,1.0,5.0,53.0,3.0,0.0
6,1.0,6.0,53.0,3.0,0.0
7,1.0,7.0,53.0,3.0,0.0
8,1.0,8.0,53.0,3.0,0.0
9,1.0,9.0,53.0,3.0,0.0
10,1.0,10.0,53.0,3.0,0.0
11,1.0,11.0,53.0,3.0,0.0
0,1.0,0.0,53.0,4.0,0.0
1,1.0,1.0,53.0,4.0,2.23774044263013
2,1.0,2.0,53.0,4.0,4.622722511716318
3,1.0,3.0,53.0,4.0,4.508842810103206
4,1.0,4.0,53.0,4.0,0.0
5,1.0,5.0,53.0,4.0,0.0
6,1.0,6.0,53.0,4.0,5.306000721394985
7,1.0,7.0,53.0,4.0,5.192121019781873
8,1.0,8.0,53.0,4.0,0.0
9,1.0,9.0,53.0,4.0,0.0
10,1.0,10.0,53.0,4.0,0.0
11,1.0,11.0,53.0,4.0,0.9785720600967655
0,1.0,0.0,53.0,5.0,0.0
1,1.0,1.0,53.0,5.0,0.0
2,1.0,2.0,53.0,5.0,0.0
3,1.0,3.0,53.0,5.0,0.0
4,1.0,4.0,53.0,5.0,0.0
5,1.0,5.0,53.0,5.0,0.0
6,1.0,6.0,53.0,5.0,0.0
7,1.0,7.0,53.0,5.0,0.0
8,1.0,8.0,53.0,5.0,0.0
9,1.0,9.0,53.0,5.0,0.0
10,1.0,10.0,53.0,5.0,0.0
11,1.0,11.0,53.0,5.0,0.0
0,1.0,0.0,53.0,6.0,0.0
1,1.0,1.0,53.0,6.0,1.4327713788630794
2,1.0,2.0,53.0,6.0,0.8145232714223917
3,1.0,3.0,53.0,6.0,0.738603470346984
4,1.0,4.0,53.0,6.0,0.0
5,1.0,5.0,53.0,6.0,0.0
6,1.0,6.0,53.0,6.0,1.2700420778748363
7,1.0,7.0,53.0,6.0,1.1941222767994284
8,1.0,8.0,53.0,6.0,0.0
9,1.0,9.0,53.0,6.0,0.0
10,1.0,10.0,53.0,6.0,0.0
11,1.0,11.0,53.0,6.0,0.0
0,1.0,0.0,53.0,7.0,0.0
1,1.0,1.0,53.0,7.0,0.0
2,1.0,2.0,53.0,7.0,0.0
3,1.0,3.0,53.0,7.0,0.0
4,1.0,4.0,53.0,7.0,0.0
5,1.0,5.0,53.0,7.0,0.0
6,1.0,6.0,53.0,7.0,0.0
7,1.0,7.0,53.0,7.0,0.0
8,1.0,8.0,53.0,7.0,0.0
9,1.0,9.0,53.0,7.0,0.0
10,1.0,10.0,53.0,7.0,0.0
11,1.0,11.0,53.0,7.0,0.0
0,1.0,0.0,53.0,8.0,0.0
1,1.0,1.0,53.0,8.0,0.0
2,1.0,2.0,53.0,8.0,0.0
3,1.0,3.0,53.0,8.0,0.0
4,1.0,4.0,53.0,8.0,0.0
5,1.0,5.0,53.0,8.0,0.0
6,1.0,6.0,53.0,8.0,0.0
7,1.0,7.0,53.0,8.0,0.0
8,1.0,8.0,53.0,8.0,0.0
9,1.0,9.0,53.0,8.0,0.0
10,1.0,10.0,53.0,8.0,0.0
11,1.0,11.0,53.0,8.0,0.0
0,1.0,0.0,53.0,9.0,0.0
1,1.0,1.0,53.0,9.0,0.0
2,1.0,2.0,53.0,9.0,0.0
3,1.0,3.0,53.0,9.0,0.0
4,1.0,4.0,53.0,9.0,0.0
5,1.0,5.0,53.0,9.0,0.0
6,1.0,6.0,53.0,9.0,0.0
7,1.0,7.0,53.0,9.0,0.0
8,1.0,8.0,53.0,9.0,0.0
9,1.0,9.0,53.0,9.0,0.0
10,1.0,10.0,53.0,9.0,0.0
11,1.0,11.0,53.0,9.0,0.0
0,1.0,0.0,53.0,10.0,0.0
1,1.0,1.0,53.0,10.0,0.0
2,1.0,2.0,53.0,10.0,0.0
3,1.0,3.0,53.0,10.0,0.0
4,1.0,4.0,53.0,10.0,0.0
5,1.0,5.0,53.0,10.0,0.0
6,1.0,6.0,53.0,10.0,0.0
7,1.0,7.0,53.0,10.0,0.0
8,1.0,8.0,53.0,10.0,0.0
9,1.0,9.0,53.0,10.0,0.0
10,1.0,10.0,53.0,10.0,0.0
11,1.0,11.0,53.0,10.0,0.0
0,1.0,0.0,53.0,11.0,0.0
1,1.0,1.0,53.0,11.0,0.0
2,1.0,2.0,53.0,11.0,0.0
3,1.0,3.0,53.0,11.0,0.0
4,1.0,4.0,53.0,11.0,0.0
5,1.0,5.0,53.0,11.0,0.0
6,1.0,6.0,53.0,11.0,0.0
7,1.0,7.0,53.0,11.0,0.0
8,1.0,8.0,53.0,11.0,0.0
9,1.0,9.0,53.0,11.0,0.0
10,1.0,10.0,53.0,11.0,0.0
11,1.0,11.0,53.0,11.0,0.0
0,1.0,0.0,53.0,12.0,0.0
1,1.0,1.0,53.0,12.0,0.0
2,1.0,2.0,53.0,12.0,0.0
3,1.0,3.0,53.0,12.0,0.0
4,1.0,4.0,53.0,12.0,0.0
5,1.0,5.0,53.0,12.0,0.0
6,1.0,6.0,53.0,12.0,0.0
7,1.0,7.0,53.0,12.0,0.0
8,1.0,8.0,53.0,12.0,0.0
9,1.0,9.0,53.0,12.0,0.0
10,1.0,10.0,53.0,12.0,0.0
11,1.0,11.0,53.0,12.0,0.0
0,1.0,0.0,53.0,13.0,0.0
1,1.0,1.0,53.0,13.0,0.0
2,1.0,2.0,53.0,13.0,0.0
3,1.0,3.0,53.0,13.0,0.0
4,1.0,4.0,53.0,13.0,0.0
5,1.0,5.0,53.0,13.0,0.0
6,1.0,6.0,53.0,13.0,0.0
7,1.0,7.0,53.0,13.0,0.0
8,1.0,8.0,53.0,13.0,0.0
9,1.0,9.0,53.0,13.0,0.0
10,1.0,10.0,53.0,13.0,0.0
11,1.0,11.0,53.0,13.0,0.0
0,1.0,0.0,53.0,14.0,0.0
1,1.0,1.0,53.0,14.0,0.0
2,1.0,2.0,53.0,14.0,0.7093316746191601
3,1.0,3.0,53.0,14.0,0.6334118735437524
4,1.0,4.0,53.0,14.0,0.0
5,1.0,5.0,53.0,14.0,0.0
6,1.0,6.0,53.0,14.0,1.1648504810716047
7,1.0,7.0,53.0,14.0,1.088930679996197
8,1.0,8.0,53.0,14.0,0.0
9,1.0,9.0,53.0,14.0,0.0
10,1.0,10.0,53.0,14.0,0.0
11,1.0,11.0,53.0,14.0,0.0
0,1.0,0.0,54.0,0.0,0.0
1,1.0,1.0,54.0,0.0,0.0
2,1.0,2.0,54.0,0.0,0.0
3,1.0,3.0,54.0,0.0,0.0
4,1.0,4.0,54.0,0.0,0.0
5,1.0,5.0,54.0,0.0,0.0
6,1.0,6.0,54.0,0.0,0.0
7,1.0,7.0,54.0,0.0,0.0
8,1.0,8.0,54.0,0.0,0.0
9,1.0,9.0,54.0,0.0,0.0
10,1.0,10.0,54.0,0.0,0.0
11,1.0,11.0,54.0,0.0,0.0
0,1.0,0.0,54.0,1.0,0.0
1,1.0,1.0,54.0,1.0,0.0
2,1.0,2.0,54.0,1.0,0.0
3,1.0,3.0,54.0,1.0,0.0
4,1.0,4.0,54.0,1.0,0.0
5,1.0,5.0,54.0,1.0,0.0
6,1.0,6.0,54.0,1.0,0.0
7,1.0,7.0,54.0,1.0,0.0
8,1.0,8.0,54.0,1.0,0.0
9,1.0,9.0,54.0,1.0,0.0
10,1.0,10.0,54.0,1.0,0.0
11,1.0,11.0,54.0,1.0,0.0
0,1.0,0.0,54.0,2.0,0.0
1,1.0,1.0,54.0,2.0,0.0
2,1.0,2.0,54.0,2.0,0.0
3,1.0,3.0,54.0,2.0,0.0
4,1.0,4.0,54.0,2.0,0.0
5,1.0,5.0,54.0,2.0,0.0
6,1.0,6.0,54.0,2.0,0.0
7,1.0,7.0,54.0,2.0,0.0
8,1.0,8.0,54.0,2.0,0.0
9,1.0,9.0,54.0,2.0,0.0
10,1.0,10.0,54.0,2.0,0.0
11,1.0,11.0,54.0,2.0,0.0
0,1.0,0.0,54.0,3.0,0.0
1,1.0,1.0,54.0,3.0,0.0
2,1.0,2.0,54.0,3.0,0.0
3,1.0,3.0,54.0,3.0,0.0
4,1.0,4.0,54.0,3.0,0.0
5,1.0,5.0,54.0,3.0,0.0
6,1.0,6.0,54.0,3.0,0.0
7,1.0,7.0,54.0,3.0,0.0
8,1.0,8.0,54.0,3.0,0.0
9,1.0,9.0,54.0,3.0,0.0
10,1.0,10.0,54.0,3.0,0.0
11,1.0,11.0,54.0,3.0,0.0
0,1.0,0.0,54.0,4.0,0.0
1,1.0,1.0,54.0,4.0,0.0
2,1.0,2.0,54.0,4.0,0.0
3,1.0,3.0,54.0,4.0,0.0
4,1.0,4.0,54.0,4.0,0.0
5,1.0,5.0,54.0,4.0,0.0
6,1.0,6.0,54.0,4.0,0.0
7,1.0,7.0,54.0,4.0,0.0
8,1.0,8.0,54.0,4.0,0.0
9,1.0,9.0,54.0,4.0,0.0
10,1.0,10.0,54.0,4.0,0.0
11,1.0,11.0,54.0,4.0,0.0
0,1.0,0.0,54.0,5.0,0.0
1,1.0,1.0,54.0,5.0,0.0
2,1.0,2.0,54.0,5.0,0.0
3,1.0,3.0,54.0,5.0,0.0
4,1.0,4.0,54.0,5.0,0.0
5,1.0,5.0,54.0,5.0,0.0
6,1.0,6.0,54.0,5.0,0.0
7,1.0,7.0,54.0,5.0,0.0
8,1.0,8.0,54.0,5.0,0.0
9,1.0,9.0,54.0,5.0,0.0
10,1.0,10.0,54.0,5.0,0.0
11,1.0,11.0,54.0,5.0,0.0
0,1.0,0.0,54.0,6.0,0.0
1,1.0,1.0,54.0,6.0,0.0
2,1.0,2.0,54.0,6.0,0.0
3,1.0,3.0,54.0,6.0,0.0
4,1.0,4.0,54.0,6.0,0.0
5,1.0,5.0,54.0,6.0,0.0
6,1.0,6.0,54.0,6.0,0.0
7,1.0,7.0,54.0,6.0,0.0
8,1.0,8.0,54.0,6.0,0.0
9,1.0,9.0,54.0,6.0,0.0
10,1.0,10.0,54.0,6.0,0.0
11,1.0,11.0,54.0,6.0,0.0
0,1.0,0.0,54.0,7.0,0.0
1,1.0,1.0,54.0,7.0,0.0
2,1.0,2.0,54.0,7.0,0.0
3,1.0,3.0,54.0,7.0,0.0
4,1.0,4.0,54.0,7.0,0.0
5,1.0,5.0,54.0,7.0,0.0
6,1.0,6.0,54.0,7.0,0.0
7,1.0,7.0,54.0,7.0,0.0
8,1.0,8.0,54.0,7.0,0.0
9,1.0,9.0,54.0,7.0,0.0
10,1.0,10.0,54.0,7.0,0.0
11,1.0,11.0,54.0,7.0,0.0
0,1.0,0.0,54.0,8.0,0.0
1,1.0,1.0,54.0,8.0,0.0
2,1.0,2.0,54.0,8.0,0.0
3,1.0,3.0,54.0,8.0,0.0
4,1.0,4.0,54.0,8.0,0.0
5,1.0,5.0,54.0,8.0,0.0
6,1.0,6.0,54.0,8.0,0.0
7,1.0,7.0,54.0,8.0,0.0
8,1.0,8.0,54.0,8.0,0.0
9,1.0,9.0,54.0,8.0,0.0
10,1.0,10.0,54.0,8.0,0.0
11,1.0,11.0,54.0,8.0,0.0
0,1.0,0.0,54.0,9.0,0.0
1,1.0,1.0,54.0,9.0,0.0
2,1.0,2.0,54.0,9.0,0.0
3,1.0,3.0,54.0,9.0,0.0
4,1.0,4.0,54.0,9.0,0.0
5,1.0,5.0,54.0,9.0,0.0
6,1.0,6.0,54.0,9.0,0.0
7,1.0,7.0,54.0,9.0,0.0
8,1.0,8.0,54.0,9.0,0.0
9,1.0,9.0,54.0,9.0,0.0
10,1.0,10.0,54.0,9.0,0.0
11,1.0,11.0,54.0,9.0,0.0
0,1.0,0.0,54.0,10.0,0.0
1,1.0,1.0,54.0,10.0,0.0
2,1.0,2.0,54.0,10.0,0.0
3,1.0,3.0,54.0,10.0,0.0
4,1.0,4.0,54.0,10.0,0.0
5,1.0,5.0,54.0,10.0,0.0
6,1.0,6.0,54.0,10.0,0.0
7,1.0,7.0,54.0,10.0,0.0
8,1.0,8.0,54.0,10.0,0.0
9,1.0,9.0,54.0,10.0,0.0
10,1.0,10.0,54.0,10.0,0.0
11,1.0,11.0,54.0,10.0,0.0
0,1.0,0.0,54.0,11.0,0.0
1,1.0,1.0,54.0,11.0,0.0
2,1.0,2.0,54.0,11.0,0.0
3,1.0,3.0,54.0,11.0,0.0
4,1.0,4.0,54.0,11.0,0.0
5,1.0,5.0,54.0,11.0,0.0
6,1.0,6.0,54.0,11.0,0.0
7,1.0,7.0,54.0,11.0,0.0
8,1.0,8.0,54.0,11.0,0.0
9,1.0,9.0,54.0,11.0,0.0
10,1.0,10.0,54.0,11.0,0.0
11,1.0,11.0,54.0,11.0,0.0
0,1.0,0.0,54.0,12.0,0.0
1,1.0,1.0,54.0,12.0,0.0
2,1.0,2.0,54.0,12.0,0.0
3,1.0,3.0,54.0,12.0,0.0
4,1.0,4.0,54.0,12.0,0.0
5,1.0,5.0,54.0,12.0,0.0
6,1.0,6.0,54.0,12.0,0.0
7,1.0,7.0,54.0,12.0,0.0
8,1.0,8.0,54.0,12.0,0.0
9,1.0,9.0,54.0,12.0,0.0
10,1.0,10.0,54.0,12.0,0.0
11,1.0,11.0,54.0,12.0,0.0
0,1.0,0.0,54.0,13.0,0.0
1,1.0,1.0,54.0,13.0,0.0
2,1.0,2.0,54.0,13.0,0.0
3,1.0,3.0,54.0,13.0,0.0
4,1.0,4.0,54.0,13.0,0.0
5,1.0,5.0,54.0,13.0,0.0
6,1.0,6.0,54.0,13.0,0.0
7,1.0,7.0,54.0,13.0,0.0
8,1.0,8.0,54.0,13.0,0.0
9,1.0,9.0,54.0,13.0,0.0
10,1.0,10.0,54.0,13.0,0.0
11,1.0,11.0,54.0,13.0,0.0
0,1.0,0.0,54.0,14.0,0.0
1,1.0,1.0,54.0,14.0,0.0
2,1.0,2.0,54.0,14.0,0.0
3,1.0,3.0,54.0,14.0,0.0
4,1.0,4.0,54.0,14.0,0.0
5,1.0,5.0,54.0,14.0,0.0
6,1.0,6.0,54.0,14.0,0.0
7,1.0,7.0,54.0,14.0,0.0
8,1.0,8.0,54.0,14.0,0.0
9,1.0,9.0,54.0,14.0,0.0
10,1.0,10.0,54.0,14.0,0.0
11,1.0,11.0,54.0,14.0,0.0
0,1.0,0.0,55.0,0.0,159.44833487197207
1,1.0,1.0,55.0,0.0,183.93330214255954
2,1.0,2.0,55.0,0.0,7.456581477130282
3,1.0,3.0,55.0,0.0,7.456581477130282
4,1.0,4.0,55.0,0.0,27.25890728853651
5,1.0,5.0,55.0,0.0,358.9478646295907
6,1.0,6.0,55.0,0.0,7.456581477130282
7,1.0,7.0,55.0,0.0,27.25890728853651
8,1.0,8.0,55.0,0.0,7.456581477130282
9,1.0,9.0,55.0,0.0,12.40716292998184
10,1.0,10.0,55.0,0.0,37.160070194239616
11,1.0,11.0,55.0,0.0,7.456581477130282
0,1.0,0.0,55.0,1.0,119.8578227050379
1,1.0,1.0,55.0,1.0,187.20725761529695
2,1.0,2.0,55.0,1.0,54.10518438832172
3,1.0,3.0,55.0,1.0,60.96320348485154
4,1.0,4.0,55.0,1.0,105.48378030075172
5,1.0,5.0,55.0,1.0,740.579952513985
6,1.0,6.0,55.0,1.0,21.02889759532396
7,1.0,7.0,55.0,1.0,69.85849525948623
8,1.0,8.0,55.0,1.0,86.39249553304613
9,1.0,9.0,55.0,1.0,161.17173290061092
10,1.0,10.0,55.0,1.0,202.24157703604996
11,1.0,11.0,55.0,1.0,132.63860660876045
0,1.0,0.0,55.0,2.0,125.17098795378334
1,1.0,1.0,55.0,2.0,208.39531020151844
2,1.0,2.0,55.0,2.0,8.76886717964381
3,1.0,3.0,55.0,2.0,8.76886717964381
4,1.0,4.0,55.0,2.0,48.37351880245625
5,1.0,5.0,55.0,2.0,711.7514334845647
6,1.0,6.0,55.0,2.0,8.76886717964381
7,1.0,7.0,55.0,2.0,48.37351880245625
8,1.0,8.0,55.0,2.0,8.76886717964381
9,1.0,9.0,55.0,2.0,18.670030085346923
10,1.0,10.0,55.0,2.0,68.17584461386248
11,1.0,11.0,55.0,2.0,8.76886717964381
0,1.0,0.0,55.0,3.0,183.09935129266992
1,1.0,1.0,55.0,3.0,117.09518891115768
2,1.0,2.0,55.0,3.0,96.8169301919726
3,1.0,3.0,55.0,3.0,110.53296838503222
4,1.0,4.0,55.0,3.0,120.36481877120767
5,1.0,5.0,55.0,3.0,63.801333833457385
6,1.0,6.0,55.0,3.0,30.664356605977062
7,1.0,7.0,55.0,3.0,49.11424868867673
8,1.0,8.0,55.0,3.0,161.39155248142143
9,1.0,9.0,55.0,3.0,291.1477014051448
10,1.0,10.0,55.0,3.0,274.2757606189918
11,1.0,11.0,55.0,3.0,253.88377463285005
0,1.0,0.0,55.0,4.0,119.55278404386075
1,1.0,1.0,55.0,4.0,259.5043096378464
2,1.0,2.0,55.0,4.0,8.76886717964381
3,1.0,3.0,55.0,4.0,8.76886717964381
4,1.0,4.0,55.0,4.0,48.37351880245625
5,1.0,5.0,55.0,4.0,711.7514334845647
6,1.0,6.0,55.0,4.0,8.76886717964381
7,1.0,7.0,55.0,4.0,48.37351880245625
8,1.0,8.0,55.0,4.0,8.76886717964381
9,1.0,9.0,55.0,4.0,18.670030085346923
10,1.0,10.0,55.0,4.0,68.17584461386248
11,1.0,11.0,55.0,4.0,8.76886717964381
0,1.0,0.0,55.0,5.0,148.51696571330402
1,1.0,1.0,55.0,5.0,213.85424899266604
2,1.0,2.0,55.0,5.0,52.792898685808204
3,1.0,3.0,55.0,5.0,59.65091778233801
4,1.0,4.0,55.0,5.0,84.36916878683199
5,1.0,5.0,55.0,5.0,387.7763836590111
6,1.0,6.0,55.0,5.0,19.716611892810434
7,1.0,7.0,55.0,5.0,48.74388374556649
8,1.0,8.0,55.0,5.0,85.08020983053262
9,1.0,9.0,55.0,5.0,154.90886574524583
10,1.0,10.0,55.0,5.0,171.2258026164271
11,1.0,11.0,55.0,5.0,131.3263209062469
0,1.0,0.0,55.0,6.0,159.75337353314922
1,1.0,1.0,55.0,6.0,111.63625012001009
2,1.0,2.0,55.0,6.0,52.792898685808204
3,1.0,3.0,55.0,6.0,59.65091778233801
4,1.0,4.0,55.0,6.0,84.36916878683196
5,1.0,5.0,55.0,6.0,387.77638365901106
6,1.0,6.0,55.0,6.0,19.716611892810434
7,1.0,7.0,55.0,6.0,48.74388374556649
8,1.0,8.0,55.0,6.0,85.08020983053262
9,1.0,9.0,55.0,6.0,154.90886574524583
10,1.0,10.0,55.0,6.0,171.2258026164271
11,1.0,11.0,55.0,6.0,131.3263209062469
0,1.0,0.0,55.0,7.0,114.2396187951153
1,1.0,1.0,55.0,7.0,238.31625705162492
2,1.0,2.0,55.0,7.0,54.10518438832172
3,1.0,3.0,55.0,7.0,60.96320348485154
4,1.0,4.0,55.0,7.0,105.48378030075173
5,1.0,5.0,55.0,7.0,740.5799525139851
6,1.0,6.0,55.0,7.0,21.02889759532396
7,1.0,7.0,55.0,7.0,69.85849525948623
8,1.0,8.0,55.0,7.0,86.39249553304613
9,1.0,9.0,55.0,7.0,161.17173290061092
10,1.0,10.0,55.0,7.0,202.24157703604996
11,1.0,11.0,55.0,7.0,132.63860660876045
0,1.0,0.0,55.0,8.0,154.13516962322663
1,1.0,1.0,55.0,8.0,162.74524955633802
2,1.0,2.0,55.0,8.0,52.792898685808204
3,1.0,3.0,55.0,8.0,59.65091778233801
4,1.0,4.0,55.0,8.0,84.36916878683199
5,1.0,5.0,55.0,8.0,387.7763836590111
6,1.0,6.0,55.0,8.0,19.716611892810434
7,1.0,7.0,55.0,8.0,48.74388374556649
8,1.0,8.0,55.0,8.0,85.08020983053262
9,1.0,9.0,55.0,8.0,154.90886574524583
10,1.0,10.0,55.0,8.0,171.2258026164271
11,1.0,11.0,55.0,8.0,131.3263209062469
0,1.0,0.0,55.0,9.0,177.4811473827473
1,1.0,1.0,55.0,9.0,168.20418834748563
2,1.0,2.0,55.0,9.0,96.81693019197259
3,1.0,3.0,55.0,9.0,110.53296838503222
4,1.0,4.0,55.0,9.0,120.36481877120767
5,1.0,5.0,55.0,9.0,63.801333833457385
6,1.0,6.0,55.0,9.0,30.664356605977062
7,1.0,7.0,55.0,9.0,49.11424868867673
8,1.0,8.0,55.0,9.0,161.39155248142143
9,1.0,9.0,55.0,9.0,291.1477014051448
10,1.0,10.0,55.0,9.0,274.2757606189918
11,1.0,11.0,55.0,9.0,253.88377463285008
0,1.0,0.0,55.0,10.0,85.27543712567203
1,1.0,1.0,55.0,10.0,283.96631769680533
2,1.0,2.0,55.0,10.0,10.081152882157335
3,1.0,3.0,55.0,10.0,10.081152882157335
4,1.0,4.0,55.0,10.0,69.488130316376
5,1.0,5.0,55.0,10.0,1064.5550023395385
6,1.0,6.0,55.0,10.0,10.081152882157335
7,1.0,7.0,55.0,10.0,69.488130316376
8,1.0,8.0,55.0,10.0,10.081152882157335
9,1.0,9.0,55.0,10.0,24.932897240712002
10,1.0,10.0,55.0,10.0,99.19161903348535
11,1.0,11.0,55.0,10.0,10.081152882157335
0,1.0,0.0,55.0,11.0,204.96208961000602
1,1.0,1.0,55.0,11.0,57.253295210944714
2,1.0,2.0,55.0,11.0,6.144295774616758
3,1.0,3.0,55.0,11.0,6.144295774616758
4,1.0,4.0,55.0,11.0,6.144295774616758
5,1.0,5.0,55.0,11.0,6.144295774616758
6,1.0,6.0,55.0,11.0,6.144295774616758
7,1.0,7.0,55.0,11.0,6.144295774616758
8,1.0,8.0,55.0,11.0,6.144295774616758
9,1.0,9.0,55.0,11.0,6.144295774616758
10,1.0,10.0,55.0,11.0,6.144295774616758
11,1.0,11.0,55.0,11.0,6.144295774616758
0,1.0,0.0,55.0,12.0,188.41251654141539
